scaffold,start,end,mid,sites,pi_Hti1,pi_Hti2,dxy_Hti1_Hti2,Fst_Hti1_Hti2
scaffold_9,2183964,2276495,2229846,25000,0.003371,0.003712,0.003256,-0.044978
scaffold_9,2276496,2401762,2340296,25000,0.00627,0.004747,0.005847,0.031682
scaffold_9,2401763,2452084,2426528,25000,0.008376,0.004679,0.009212,0.179909
scaffold_9,2452085,2596427,2525034,25000,0.006016,0.004978,0.005872,0.035094
scaffold_9,2596428,2755646,2688280,25000,0.005037,0.005841,0.005442,0.000291
scaffold_9,2755647,2782812,2769406,25000,0.003078,0.004241,0.003682,0.003247
scaffold_9,2782813,2870386,2819437,25000,0.004062,0.003423,0.003931,0.026153
scaffold_9,2870387,2936973,2907107,25000,0.004181,0.004089,0.004031,-0.013616
scaffold_9,2936974,3124455,3020616,25000,0.004331,0.004436,0.004172,-0.02641
scaffold_9,3124456,3192364,3161183,25000,0.008626,0.009807,0.008901,-0.018598
scaffold_9,3192365,3314343,3271880,25000,0.006448,0.007434,0.007447,0.037444
scaffold_9,3314344,3386317,3351019,18880,0.004871,0.006881,0.005622,-0.02355
scaffold_10,32223,101497,75117,25000,0.001211,0.001289,0.001407,0.062659
scaffold_10,101498,284616,193303,25000,0.002388,0.001109,0.002316,0.147599
scaffold_10,284617,388744,337489,25000,0.003537,0.003323,0.00303,-0.066259
scaffold_10,388745,450618,436457,25000,0.001389,0.001192,0.001141,-0.065725
scaffold_10,450619,514074,492976,25000,0.000942,0.000914,0.000814,-0.069591
scaffold_10,514075,553124,530880,25000,0.000909,0.000862,0.000772,-0.073665
scaffold_10,553125,596513,567717,25000,0.000732,0.000656,0.00061,-0.069141
scaffold_10,596514,638881,616205,25000,0.004867,0.007649,0.00705,0.063201
scaffold_10,638882,671610,653041,25000,0.004273,0.005121,0.004943,0.027136
scaffold_10,671611,712364,692117,25000,0.001344,0.002724,0.002062,-0.003883
scaffold_10,712365,757210,738175,25000,0.002732,0.005466,0.004351,0.021985
scaffold_10,757211,895541,829315,25000,0.002351,0.004436,0.00318,-0.034716
scaffold_10,895542,1083535,1006907,25000,0.003563,0.007526,0.008422,0.216796
scaffold_10,1083536,1374374,1259509,25000,0.00217,0.001242,0.001639,-0.02154
scaffold_10,1374375,1440603,1406479,25000,0.007581,0.003204,0.005841,0.042552
scaffold_10,1440604,1542044,1493124,25000,0.006182,0.003622,0.00552,0.063029
scaffold_10,1542045,1690990,1629689,25000,0.012771,0.012998,0.011414,-0.064809
scaffold_10,1690991,1755468,1721791,25000,0.01307,0.013113,0.011715,-0.059394
scaffold_10,1755469,1906748,1813493,25000,0.006929,0.006149,0.006547,0.000619
scaffold_10,1906749,2070969,1978154,25000,0.003899,0.002808,0.004256,0.141846
scaffold_10,2070970,2211465,2148992,25000,0.004671,0.006685,0.005674,-0.006582
scaffold_10,2211466,2291972,2252429,25000,0.008903,0.007468,0.008061,-0.008198
scaffold_10,2291973,2636830,2503364,25000,0.010419,0.011093,0.00994,-0.042191
scaffold_10,2636831,2760847,2707835,25000,0.003128,0.00526,0.005305,0.123792
scaffold_10,2760848,2859890,2817898,25000,0.006526,0.006234,0.007014,0.050344
scaffold_10,2859891,2973631,2932348,25000,0.006569,0.006478,0.006105,-0.035405
scaffold_10,2973632,3349911,3078268,25000,0.004742,0.004452,0.004596,-7.3e-05
scaffold_11,26548,245308,117046,25000,0.004258,0.004561,0.003857,-0.071611
scaffold_11,245309,506985,446621,25000,0.00465,0.003943,0.004452,0.018926
scaffold_11,506986,676431,564968,25000,0.007832,0.009187,0.007858,-0.042565
scaffold_11,676432,760018,732227,25000,0.008733,0.008746,0.007643,-0.07169
scaffold_11,760019,948439,829552,25000,0.008362,0.008183,0.007252,-0.070438
scaffold_11,948440,1067695,1035200,25000,0.012905,0.013814,0.011824,-0.065311
scaffold_11,1067696,1215461,1113506,25000,0.006986,0.007865,0.00652,-0.069538
scaffold_11,1215462,1419441,1335049,25000,0.008092,0.009259,0.007693,-0.064254
scaffold_11,1419442,1520864,1466458,25000,0.006843,0.00717,0.006166,-0.068407
scaffold_11,1520866,1613907,1576533,25000,0.003389,0.003572,0.003071,-0.066995
scaffold_11,1613908,1749307,1667986,25000,0.007986,0.008862,0.00737,-0.071519
scaffold_11,1749308,2019689,1842089,25000,0.005055,0.007209,0.006283,0.012938
scaffold_11,2019690,2208794,2125386,25000,0.005888,0.005645,0.005136,-0.061911
scaffold_11,2208795,2249489,2225686,25000,0.003985,0.005448,0.004439,-0.032368
scaffold_11,2249490,2482605,2372523,25000,0.005658,0.005691,0.005808,0.012411
scaffold_11,2482606,2692738,2571368,25000,0.006365,0.006711,0.005712,-0.072219
scaffold_11,2692739,3160955,3055338,25000,0.006491,0.005858,0.005418,-0.069881
scaffold_12,323795,451494,418908,25000,0.004925,0.005378,0.008956,0.282593
scaffold_12,451496,524596,496150,25000,0.003392,0.002843,0.002997,-0.0187
scaffold_12,524597,689380,580829,25000,0.006613,0.007151,0.007348,0.033866
scaffold_12,689381,768812,732720,25000,0.005137,0.003877,0.005041,0.059403
scaffold_12,768813,845131,820035,25000,0.00331,0.00338,0.003098,-0.043291
scaffold_12,845132,930288,895235,25000,0.005352,0.005128,0.00498,-0.027137
scaffold_12,930289,1026171,983606,25000,0.008508,0.009659,0.008784,-0.017862
scaffold_12,1026174,1144484,1087488,25000,0.006681,0.007708,0.007266,0.005301
scaffold_12,1144485,1307842,1204819,25000,0.003941,0.004945,0.004799,0.041043
scaffold_12,1307843,1622889,1494607,25000,0.008022,0.007887,0.007027,-0.066289
scaffold_12,1622890,1687298,1660775,25000,0.003285,0.003936,0.00379,0.025813
scaffold_12,1687299,1779061,1733001,25000,0.003034,0.003566,0.002947,-0.060519
scaffold_12,1779062,1842486,1810908,25000,0.004865,0.002854,0.003909,0.006879
scaffold_12,1842487,1934652,1883718,25000,0.0089,0.007053,0.008856,0.055538
scaffold_12,1934653,2207584,2081670,25000,0.004619,0.004414,0.004038,-0.059928
scaffold_12,2207585,2559561,2431247,25000,0.006861,0.005229,0.006307,0.022644
scaffold_12,2559562,2605287,2587913,25000,0.015374,0.009987,0.013013,0.01379
scaffold_12,2605289,2657052,2630387,25000,0.00583,0.004796,0.00478,-0.056544
scaffold_12,2657053,2863231,2822020,25000,0.006429,0.008296,0.006987,-0.027996
scaffold_12,2863232,3124880,2968680,20335,0.006659,0.006636,0.006185,-0.038534
scaffold_13,1081,90690,61542,25000,0.003344,0.003055,0.003586,0.06046
scaffold_13,90691,167726,122812,25000,0.002054,0.002147,0.001913,-0.05275
scaffold_13,167727,220679,197887,25000,0.002824,0.003766,0.004047,0.108548
scaffold_13,220680,274677,242134,25000,0.001736,0.001982,0.001916,0.01557
scaffold_13,274679,349658,314943,25000,0.002775,0.0021,0.002194,-0.056158
scaffold_13,349659,442169,390056,25000,0.002823,0.00228,0.00298,0.068404
scaffold_13,442170,489724,468349,25000,0.001872,0.002853,0.002725,0.099516
scaffold_13,489725,530439,508273,25000,0.002274,0.00167,0.001835,-0.038487
scaffold_13,530440,573459,557796,25000,0.002999,0.001847,0.002752,0.065602
scaffold_13,573460,608747,589963,25000,0.004543,0.002966,0.004299,0.071813
scaffold_13,608748,652439,627052,25000,0.003164,0.002251,0.002565,-0.028859
scaffold_13,652440,719022,670432,25000,0.003746,0.001317,0.003023,0.032678
scaffold_13,719023,795221,742721,25000,0.002119,0.002529,0.002187,-0.032589
scaffold_13,795222,899162,860021,25000,0.003486,0.004358,0.006244,0.240008
scaffold_13,899163,972431,929384,25000,0.009501,0.007645,0.009129,0.03343
scaffold_13,972432,1043713,1017105,25000,0.004148,0.003831,0.004625,0.078327
scaffold_13,1043714,1136154,1103588,25000,0.0038,0.005163,0.005262,0.084981
scaffold_13,1136155,1328581,1233519,25000,0.002161,0.002445,0.002234,-0.016172
scaffold_13,1328582,1539189,1434438,25000,0.001714,0.003247,0.002394,-0.018258
scaffold_13,1539190,1712791,1625163,25000,0.002575,0.002433,0.002222,-0.063889
scaffold_13,1712792,1766271,1748916,25000,0.005332,0.007129,0.00629,0.005048
scaffold_13,1766272,1951204,1897531,25000,0.004283,0.002871,0.003347,-0.035603
scaffold_13,1951205,2029728,2003357,25000,0.004782,0.003476,0.003582,-0.075979
scaffold_13,2029729,2129132,2071503,25000,0.000698,0.001448,0.001163,0.054323
scaffold_13,2129133,2181484,2163997,25000,0.005003,0.002203,0.00414,0.073656
scaffold_13,2181485,2248700,2208117,25000,0.003657,0.001672,0.002822,0.030698
scaffold_13,2248701,2331644,2293264,25000,0.004145,0.003703,0.004062,0.018418
scaffold_13,2331645,2389354,2359453,25000,0.002534,0.003703,0.0031,-0.003181
scaffold_13,2389355,2452173,2410421,25000,0.001615,0.002279,0.001882,-0.018258
scaffold_13,2452174,2520922,2492009,25000,0.003559,0.002447,0.003326,0.068438
scaffold_13,2520923,2792924,2678836,25000,0.002291,0.002765,0.003238,0.130372
scaffold_13,2792925,2871146,2837462,25000,0.001698,0.001729,0.001595,-0.038489
scaffold_13,2871147,2932034,2899065,25000,0.001001,0.001269,0.00102,-0.056873
scaffold_13,2932035,2979198,2961446,25000,0.000924,0.003034,0.004814,0.425627
scaffold_13,2979199,3002461,2994099,13355,0.002339,0.002271,0.002507,0.042233
scaffold_14,31214,67812,50689,25000,0.003065,0.003598,0.004156,0.116651
scaffold_14,67813,108989,91286,25000,0.003571,0.003252,0.003191,-0.035725
scaffold_14,108990,219782,159127,25000,0.000733,0.000785,0.000677,-0.060971
scaffold_14,219783,270279,236187,25000,0.000688,0.004354,0.002678,0.032117
scaffold_14,270280,299272,284862,25000,0.001657,0.00351,0.002709,0.025325
scaffold_14,299273,407312,362187,25000,0.003496,0.002196,0.003434,0.099247
scaffold_14,407313,515268,445221,25000,0.005427,0.002887,0.005089,0.106764
scaffold_14,515269,600947,554700,25000,0.002528,0.002945,0.00387,0.18093
scaffold_14,600948,821340,761983,25000,0.004512,0.002945,0.003897,0.023518
scaffold_14,821341,932062,863582,25000,0.006983,0.006726,0.007883,0.074122
scaffold_14,932063,995965,968494,25000,0.002716,0.001727,0.002504,0.063452
scaffold_14,995966,1052564,1019416,25000,0.002268,0.002765,0.003274,0.138276
scaffold_14,1052565,1268202,1124603,25000,0.003753,0.005234,0.004101,-0.04893
scaffold_14,1268203,1361660,1331576,25000,0.002108,0.002126,0.002241,0.029375
scaffold_14,1361661,1418365,1391302,25000,0.001187,0.000872,0.000929,-0.030466
scaffold_14,1418366,1547433,1494116,25000,0.003689,0.003445,0.004371,0.107267
scaffold_14,1547434,1630521,1593171,25000,0.003786,0.003577,0.00368,-0.000249
scaffold_14,1630522,1708812,1684640,25000,0.0014,0.001185,0.001261,-0.00098
scaffold_14,1708814,1852987,1776524,25000,0.001746,0.002009,0.0018,-0.022562
scaffold_14,1852988,1943777,1880152,25000,0.003357,0.003984,0.003268,-0.062129
scaffold_14,1943778,1995193,1965049,25000,0.003874,0.003064,0.004007,0.074215
scaffold_14,1995194,2064586,2025057,25000,0.00389,0.00549,0.004422,-0.031394
scaffold_14,2064587,2158794,2122093,25000,0.002314,0.003754,0.003561,0.084866
scaffold_14,2158795,2312331,2247258,25000,0.001892,0.002415,0.002259,0.02551
scaffold_14,2312332,2396345,2361220,25000,0.002426,0.001205,0.00174,-0.022669
scaffold_14,2396346,2486179,2439135,25000,0.001519,0.002043,0.001734,-0.014402
scaffold_14,2486180,2545103,2518116,25000,0.00089,0.000922,0.00079,-0.072963
scaffold_14,2545104,2584284,2561247,25000,0.000768,0.000556,0.000577,-0.0735
scaffold_14,2584285,2654280,2618536,25000,0.001204,0.001198,0.001052,-0.070893
scaffold_14,2654281,2715767,2686203,25000,0.002191,0.002495,0.002281,-0.014258
scaffold_14,2715768,2897426,2843901,25000,0.001322,0.001453,0.001713,0.111375
scaffold_14,2897427,3003881,2928111,19015,0.001812,0.001595,0.001593,-0.035717
scaffold_15,25255,85656,50316,25000,0.002165,0.002493,0.002098,-0.055831
scaffold_15,85657,236520,161415,25000,0.003571,0.003456,0.003333,-0.028247
scaffold_15,236521,516499,367066,25000,0.00428,0.005648,0.004695,-0.029773
scaffold_15,516500,739988,649627,25000,0.004304,0.004347,0.003785,-0.071381
scaffold_15,739989,1094862,975182,25000,0.006988,0.006237,0.005897,-0.061221
scaffold_15,1094863,1220840,1148521,25000,0.00635,0.005006,0.005202,-0.046814
scaffold_15,1220841,1504927,1306142,25000,0.007299,0.007045,0.006299,-0.069408
scaffold_15,1504928,1808349,1612180,25000,0.009493,0.009441,0.008591,-0.051932
scaffold_15,1808350,2007479,1911395,25000,0.005728,0.00553,0.004932,-0.070665
scaffold_15,2007480,2069528,2030913,25000,0.002409,0.002247,0.002145,-0.043718
scaffold_15,2069529,2157697,2107646,25000,0.002814,0.002879,0.002479,-0.073856
scaffold_15,2157698,2201997,2184003,25000,0.006301,0.006311,0.005512,-0.071907
scaffold_15,2201998,2458995,2319937,25000,0.007859,0.008289,0.007179,-0.062859
scaffold_15,2458996,2565349,2521925,25000,0.00812,0.009425,0.007969,-0.051348
scaffold_15,2565350,2710607,2635036,25000,0.010444,0.01033,0.009093,-0.071151
scaffold_15,2710608,2887974,2754905,25000,0.00548,0.003794,0.004144,-0.0601
scaffold_16,1421,57814,25389,25000,0.001066,0.000992,0.00094,-0.048335
scaffold_16,57815,84563,71388,25000,0.002747,0.001659,0.003045,0.169464
scaffold_16,84565,149399,120103,25000,0.000811,0.001034,0.000825,-0.059823
scaffold_16,149400,272271,220472,25000,0.001242,0.001456,0.001217,-0.042126
scaffold_16,272272,357898,330211,25000,0.002137,0.001427,0.001792,0.003107
scaffold_16,357899,481893,420560,25000,0.000741,0.000808,0.000704,-0.049152
scaffold_16,481894,575407,522842,25000,0.001326,0.001294,0.001141,-0.073619
scaffold_16,575408,624726,608203,25000,0.001191,0.001367,0.001148,-0.057669
scaffold_16,624727,707944,664357,25000,0.001473,0.001454,0.001398,-0.024417
scaffold_16,707945,814044,755971,25000,0.001398,0.001692,0.00151,-0.012398
scaffold_16,814045,862343,833507,25000,0.000832,0.000865,0.000741,-0.072371
scaffold_16,862344,893304,878871,25000,0.00127,0.00152,0.00121,-0.076188
scaffold_16,893305,1021310,977445,25000,0.000991,0.001191,0.000967,-0.070468
scaffold_16,1021311,1100453,1064321,25000,0.001756,0.001967,0.001708,-0.045958
scaffold_16,1100454,1185854,1149856,25000,0.001274,0.001265,0.00111,-0.071916
scaffold_16,1185855,1250566,1209645,25000,0.000897,0.001181,0.000998,-0.021679
scaffold_16,1250567,1414164,1336344,25000,0.001675,0.001527,0.001851,0.07687
scaffold_16,1414166,1478897,1443294,25000,0.002199,0.002252,0.002222,-0.000953
scaffold_16,1478898,1514190,1500066,25000,0.002085,0.001842,0.001806,-0.044679
scaffold_16,1514191,1621775,1581511,25000,0.002588,0.002823,0.002383,-0.067909
scaffold_16,1621776,1671161,1643061,25000,0.003023,0.003376,0.003359,0.025932
scaffold_16,1671162,1770525,1706015,25000,0.005753,0.005043,0.005626,0.022018
scaffold_16,1770526,1875178,1798056,25000,0.003089,0.004334,0.004127,0.056308
scaffold_16,1875179,1996433,1946868,25000,0.003602,0.004113,0.003768,-0.012541
scaffold_16,1996434,2028785,2010370,25000,0.003096,0.003506,0.004446,0.156101
scaffold_16,2028786,2075321,2052358,25000,0.004261,0.001939,0.003437,0.054808
scaffold_16,2075322,2220706,2137216,25000,0.001593,0.002346,0.001933,-0.009727
scaffold_16,2220707,2386750,2314056,25000,0.002984,0.003609,0.003081,-0.036035
scaffold_16,2386751,2532096,2474482,25000,0.004325,0.003794,0.005307,0.140846
scaffold_16,2532097,2575884,2550719,25000,0.002208,0.00333,0.003087,0.05774
scaffold_16,2575885,2697234,2620723,25000,0.007895,0.006808,0.007359,0.000563
scaffold_16,2697235,2765233,2734641,25000,0.007107,0.005423,0.006306,0.003445
scaffold_16,2765234,2825301,2802867,25000,0.003111,0.002724,0.002673,-0.046758
scaffold_16,2825302,2918462,2886923,14635,0.003492,0.003557,0.003323,-0.032616
scaffold_17,19668,194598,105013,25000,0.004495,0.004348,0.006651,0.206857
scaffold_17,194599,249559,211724,25000,0.002251,0.002869,0.002525,-0.025093
scaffold_17,249560,327604,290440,25000,0.001266,0.002265,0.001753,-0.013694
scaffold_17,327605,498517,383136,25000,0.001637,0.002605,0.002455,0.077447
scaffold_17,498518,581419,532550,25000,0.002329,0.001712,0.001663,-0.097225
scaffold_17,581420,628919,603010,25000,0.003063,0.004695,0.00523,0.156708
scaffold_17,628920,688171,656594,25000,0.001556,0.002125,0.001827,-0.00402
scaffold_17,688172,722050,702701,25000,0.002048,0.002183,0.002109,-0.001734
scaffold_17,722051,762567,740697,25000,0.000983,0.001122,0.000936,-0.062613
scaffold_17,762568,814206,785694,25000,0.002839,0.002312,0.002375,-0.043412
scaffold_17,814207,889362,854165,25000,0.001237,0.00091,0.000949,-0.066131
scaffold_17,889363,944188,917859,25000,0.002139,0.002499,0.002218,-0.023035
scaffold_17,944189,1015883,983764,25000,0.000732,0.000707,0.000719,-0.000201
scaffold_17,1015884,1097669,1049044,25000,0.003026,0.001853,0.003373,0.165121
scaffold_17,1097670,1129107,1113924,25000,0.001681,0.001694,0.002295,0.159919
scaffold_17,1129108,1222511,1175880,25000,0.001657,0.002052,0.001807,-0.018073
scaffold_17,1222512,1260112,1244527,25000,0.000737,0.006565,0.006599,0.237677
scaffold_17,1260113,1361381,1302925,25000,0.004461,0.005024,0.006839,0.186135
scaffold_17,1361382,1477524,1414512,25000,0.002598,0.002283,0.002194,-0.0569
scaffold_17,1477525,1516158,1495911,25000,0.00168,0.002554,0.002317,0.01989
scaffold_17,1516159,1560823,1531833,25000,0.003029,0.002522,0.005153,0.313616
scaffold_17,1560824,1604409,1580641,25000,0.002924,0.002451,0.002368,-0.06769
scaffold_17,1604410,1666614,1628452,25000,0.003123,0.003131,0.002726,-0.073372
scaffold_17,1666615,1708971,1684118,25000,0.001971,0.002392,0.003218,0.202188
scaffold_17,1708972,1806384,1743046,25000,0.002363,0.003041,0.002825,0.022241
scaffold_17,1806385,1853776,1821761,25000,0.004846,0.005033,0.00509,0.015973
scaffold_17,1853777,1898882,1879399,25000,0.002017,0.002181,0.002123,0.006144
scaffold_17,1898883,1954680,1931559,25000,0.005386,0.005497,0.005467,0.002452
scaffold_17,1954681,2129339,2074251,25000,0.004515,0.005967,0.004763,-0.05832
scaffold_17,2129340,2303616,2184912,25000,0.004997,0.005075,0.005661,0.062141
scaffold_17,2303618,2350759,2328996,25000,0.002432,0.002198,0.002513,0.043537
scaffold_17,2350760,2492440,2414821,25000,0.005678,0.005108,0.004866,-0.054972
scaffold_17,2492441,2865635,2635737,24775,0.006424,0.007234,0.006069,-0.063153
scaffold_18,1057,606552,86214,25000,0.005909,0.006756,0.005981,-0.030482
scaffold_18,606628,798841,742210,25000,0.00459,0.004531,0.004047,-0.06388
scaffold_18,798842,831929,816885,25000,0.000846,0.000841,0.000738,-0.071393
scaffold_18,831930,860139,845662,25000,0.002434,0.002438,0.002132,-0.071417
scaffold_18,860140,928502,888793,25000,0.005587,0.005561,0.004894,-0.069574
scaffold_18,928503,964141,943183,25000,0.001937,0.001938,0.001695,-0.071423
scaffold_18,964142,994527,980791,25000,0.001155,0.001008,0.000946,-0.071751
scaffold_18,994528,1038844,1011661,25000,0.002125,0.002133,0.001917,-0.056111
scaffold_18,1038845,1081675,1056587,25000,0.002106,0.002345,0.002404,0.041037
scaffold_18,1081677,1199693,1124557,25000,0.004679,0.007617,0.006573,0.029063
scaffold_18,1199695,1472057,1359500,25000,0.008539,0.00667,0.008311,0.047213
scaffold_18,1472058,1562091,1523870,25000,0.00376,0.00717,0.005537,0.006997
scaffold_18,1562092,1650224,1616755,25000,0.004733,0.006265,0.005593,0.009065
scaffold_18,1650225,1757362,1684397,25000,0.004622,0.005592,0.005221,0.01174
scaffold_18,1757363,1953680,1899851,25000,0.004161,0.004383,0.004195,-0.009757
scaffold_18,1953681,2030999,1984603,25000,0.001587,0.002715,0.003258,0.215571
scaffold_18,2031000,2163591,2092701,25000,0.003927,0.004521,0.004128,-0.014517
scaffold_18,2163595,2449263,2333671,25000,0.010329,0.007793,0.010053,0.055151
scaffold_18,2449264,2491977,2465020,25000,0.00373,0.001629,0.003225,0.097968
scaffold_18,2491978,2548142,2521552,25000,0.002372,0.001977,0.00244,0.061263
scaffold_18,2548143,2623175,2588415,25000,0.001794,0.001357,0.00153,-0.015687
scaffold_18,2623176,2724263,2678187,25000,0.001914,0.001499,0.001628,-0.024973
scaffold_18,2724264,2759357,2743500,25000,0.003713,0.001172,0.002765,0.065762
scaffold_18,2759358,2793051,2778875,25000,0.001198,0.002232,0.002174,0.124861
scaffold_19,3,33838,16271,25000,0.002922,0.003285,0.00325,0.024573
scaffold_19,33839,173262,97046,25000,0.005469,0.004717,0.004808,-0.030812
scaffold_19,173265,281411,219924,25000,0.007138,0.006384,0.006232,-0.04359
scaffold_19,281412,356471,314082,25000,0.00594,0.005772,0.005944,0.007902
scaffold_19,356472,420561,388361,25000,0.005498,0.006343,0.005412,-0.047997
scaffold_19,420562,555362,484628,25000,0.006765,0.007488,0.006406,-0.056985
scaffold_19,555363,638147,587166,25000,0.006956,0.007556,0.007746,0.03475
scaffold_19,638148,935480,750273,25000,0.010055,0.00932,0.009792,0.005749
scaffold_19,935482,1172863,1009575,25000,0.008724,0.008237,0.008109,-0.023906
scaffold_19,1172864,1445053,1300188,25000,0.008869,0.010106,0.009204,-0.0162
scaffold_19,1445054,1629853,1531537,25000,0.01177,0.010826,0.011411,0.005307
scaffold_19,1629854,1730671,1687060,25000,0.010808,0.010715,0.012047,0.059871
scaffold_19,1730672,1892858,1810281,25000,0.004972,0.003917,0.004698,0.029496
scaffold_19,1892859,2000623,1944416,25000,0.005427,0.005498,0.006036,0.053031
scaffold_19,2000624,2044126,2027928,25000,0.003974,0.003867,0.003904,-0.002198
scaffold_19,2044127,2144340,2098749,25000,0.001945,0.00178,0.003233,0.281807
scaffold_19,2144341,2183759,2161771,25000,0.001988,0.002252,0.002057,-0.015921
scaffold_19,2183760,2241877,2219436,25000,0.002639,0.000995,0.001724,-0.028088
scaffold_19,2241878,2310261,2279056,25000,0.001539,0.002099,0.002346,0.126552
scaffold_19,2310262,2355965,2332676,25000,0.00135,0.001429,0.001217,-0.070935
scaffold_19,2355966,2385168,2371500,25000,0.001695,0.002261,0.002891,0.197518
scaffold_19,2385169,2495427,2431176,25000,0.00209,0.002621,0.002097,-0.062251
scaffold_19,2495428,2531998,2512005,25000,0.002713,0.002274,0.002249,-0.055327
scaffold_19,2531999,2643353,2610021,25000,0.002004,0.002575,0.002104,-0.045217
scaffold_19,2643354,2714796,2686698,20036,0.001865,0.002225,0.001995,-0.013155
scaffold_20,48613,162026,116121,25000,0.010157,0.009853,0.008754,-0.071449
scaffold_20,162027,416779,299488,25000,0.007277,0.005623,0.007128,0.053059
scaffold_20,416780,524476,468099,25000,0.006771,0.008297,0.006586,-0.071992
scaffold_20,524477,696576,624423,25000,0.006199,0.006702,0.005648,-0.071071
scaffold_20,696577,981826,852463,25000,0.009116,0.010153,0.009533,-0.005677
scaffold_20,981827,1156176,1083751,25000,0.002877,0.002998,0.002764,-0.032432
scaffold_20,1156178,1317056,1237768,25000,0.005771,0.011999,0.008366,-0.045808
scaffold_20,1317057,1416041,1381486,25000,0.003499,0.002554,0.002971,-0.009872
scaffold_20,1416042,1482887,1432950,25000,0.003526,0.003342,0.003539,0.016059
scaffold_20,1482888,1586862,1541522,25000,0.003689,0.007893,0.005732,-0.005436
scaffold_20,1586863,1650387,1610708,25000,0.006301,0.011368,0.009347,0.021661
scaffold_20,1650388,1790297,1730992,25000,0.004643,0.008039,0.00803,0.092759
scaffold_20,1790298,1850224,1816651,25000,0.004911,0.004003,0.007236,0.249577
scaffold_20,1850225,1903593,1875810,25000,0.006601,0.009699,0.009927,0.104164
scaffold_20,1903594,2012052,1958701,25000,0.002842,0.003046,0.003084,0.024642
scaffold_20,2012053,2300363,2066047,25000,0.002923,0.002547,0.002879,0.027234
scaffold_20,2300364,2423186,2355911,25000,0.002118,0.002911,0.003125,0.113946
scaffold_20,2423187,2520883,2483142,25000,0.003472,0.003089,0.004606,0.172822
scaffold_20,2520884,2590966,2557256,25000,0.001954,0.002484,0.001991,-0.058017
scaffold_20,2590967,2684584,2633339,21595,0.003269,0.002498,0.002864,-0.003256
scaffold_21,10522,48509,29997,25000,0.003567,0.002904,0.002943,-0.050631
scaffold_21,48510,93321,71568,25000,0.002502,0.003435,0.004378,0.214361
scaffold_21,93322,589512,399700,25000,0.008786,0.009782,0.009167,-0.006779
scaffold_21,589513,764430,683625,25000,0.009853,0.008287,0.00849,-0.035341
scaffold_21,764431,885933,856904,25000,0.001613,0.002063,0.001994,0.043223
scaffold_21,885934,1121238,963407,25000,0.004669,0.005784,0.00492,-0.032292
scaffold_21,1121239,1215953,1176380,25000,0.002367,0.002212,0.002105,-0.044865
scaffold_21,1215954,1293746,1266429,25000,0.001314,0.001383,0.001216,-0.055268
scaffold_21,1293748,1343636,1315177,25000,0.001685,0.00191,0.001648,-0.046528
scaffold_21,1343637,1493418,1397537,25000,0.00584,0.005031,0.004949,-0.050225
scaffold_21,1493421,1564728,1517174,25000,0.001541,0.00158,0.001362,-0.072792
scaffold_21,1564729,1651527,1610695,25000,0.005605,0.005042,0.004897,-0.044687
scaffold_21,1651529,1741105,1698957,25000,0.005138,0.005393,0.005427,0.015662
scaffold_21,1741106,1796188,1769874,25000,0.005034,0.003852,0.005694,0.130567
scaffold_21,1796189,1907925,1840282,25000,0.005836,0.005296,0.005131,-0.043515
scaffold_21,1907926,2068349,1971116,25000,0.00318,0.003129,0.002804,-0.063048
scaffold_21,2068350,2134790,2100903,25000,0.002647,0.004074,0.003539,0.027515
scaffold_21,2134792,2261958,2226761,25000,0.002853,0.003811,0.00323,-0.016576
scaffold_21,2261959,2492290,2375783,25000,0.006701,0.006296,0.006191,-0.025838
scaffold_21,2492291,2564213,2538741,25000,0.003494,0.003198,0.002936,-0.069843
scaffold_21,2564214,2609156,2591764,25000,0.002747,0.003481,0.002955,-0.027127
scaffold_22,35946,112623,73163,25000,0.005787,0.006047,0.005791,-0.011486
scaffold_22,112624,409362,277962,25000,0.006059,0.007721,0.006499,-0.03119
scaffold_22,409367,713283,618951,25000,0.006501,0.006023,0.005857,-0.035683
scaffold_22,713284,923517,806325,25000,0.005829,0.007187,0.008678,0.150972
scaffold_22,923518,1055777,1017952,25000,0.003919,0.003595,0.004135,0.05096
scaffold_22,1055778,1366084,1160804,25000,0.005431,0.004686,0.004861,-0.021303
scaffold_22,1366085,1423279,1396879,25000,0.002978,0.003478,0.00339,0.026111
scaffold_22,1423280,1502804,1465169,25000,0.002284,0.002435,0.002521,0.035196
scaffold_22,1502805,1561954,1525016,25000,0.003592,0.004713,0.004091,-0.007918
scaffold_22,1561955,1761733,1685154,25000,0.004915,0.005422,0.005587,0.041397
scaffold_22,1761734,1932785,1878623,25000,0.00744,0.006396,0.006131,-0.064617
scaffold_22,1932786,2448172,2262835,25000,0.011432,0.01155,0.010407,-0.053004
scaffold_22,2448173,2510722,2483226,25000,0.003988,0.003904,0.003963,0.002224
scaffold_23,40174,475291,353654,25000,0.007452,0.008169,0.007653,-0.010897
scaffold_23,475292,630809,560255,25000,0.006273,0.005218,0.005918,0.015741
scaffold_23,630810,669120,649767,25000,0.004722,0.004976,0.004413,-0.053196
scaffold_23,669121,925993,807961,25000,0.006878,0.007846,0.007084,-0.020606
scaffold_23,925994,1047441,972057,25000,0.009786,0.007191,0.010569,0.115634
scaffold_23,1047442,1398318,1127384,25000,0.005648,0.00576,0.005631,-0.006794
