#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
Sms.ref_sa	scaffold_141	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1823	489	40	0	1	489	489.0	489	489	489	63079	63079.0	63079	63079	63079	529	529	489	0.9243856332703214	0.9243856332703214	63079
Sms.ref_sa	scaffold_142	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1814	417	3	0	2	208.5	208.5	161	256	417	12923.5	12923.5	11706	14141	25847	420	420	417	0.9928571428571429	0.9928571428571429	0
Sms.ref_sa	scaffold_143	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	250	87	0	0	1	87	87.0	87	87	87	26883	26883.0	26883	26883	26883	87	87	87	1.0	1.0	0
Sms.ref_sa	scaffold_144	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	243	45	11	0	2	22.5	22.5	4	41	45	10464.5	10464.5	3143	17786	20929	56	56	45	0.8035714285714286	0.8035714285714286	0
Sms.ref_sa	scaffold_145	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	436	156	0	0	1	156	156.0	156	156	156	13462	13462.0	13462	13462	13462	156	156	156	1.0	1.0	0
Sms.ref_sa	scaffold_146	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	981	160	99	0	1	160	160.0	160	160	160	32165	32165.0	32165	32165	32165	259	259	160	0.6177606177606177	0.6177606177606177	0
Sms.ref_sa	scaffold_147	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1324	454	4	0	2	227.0	227.0	148	306	454	15782.5	15782.5	8129	23436	31565	458	458	454	0.9912663755458515	0.9912663755458515	0
Sms.ref_sa	scaffold_148	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	432	233	13	0	1	233	233.0	233	233	233	26746	26746.0	26746	26746	26746	246	246	233	0.9471544715447154	0.9471544715447154	0
Sms.ref_sa	scaffold_149	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	553	151	12	0	1	151	151.0	151	151	151	56247	56247.0	56247	56247	56247	163	163	151	0.9263803680981595	0.9263803680981595	56247
Sms.ref_sa	scaffold_151	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	55	14	0	0	2	7.0	7.0	6	8	14	3915.0	3915.0	3640	4190	7830	14	14	14	1.0	1.0	0
Sms.ref_sa	scaffold_152	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	367	277	0	0	2	138.5	138.5	23	254	277	7672.5	7672.5	244	15101	15345	277	277	277	1.0	1.0	0
Sms.ref_sa	scaffold_155	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	359	195	3	0	1	195	195.0	195	195	195	16479	16479.0	16479	16479	16479	198	198	195	0.9848484848484849	0.9848484848484849	0
Sms.ref_sa	scaffold_157	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	110	53	0	0	2	26.5	26.5	23	30	53	3049.5	3049.5	2581	3518	6099	53	53	53	1.0	1.0	0
Sms.ref_sa	scaffold_158	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	10	3	0	0	1	3	3.0	3	3	3	38455	38455.0	38455	38455	38455	3	3	3	1.0	1.0	38455
Sms.ref_sa	scaffold_159	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	209	78	0	0	1	78	78.0	78	78	78	1997	1997.0	1997	1997	1997	78	78	78	1.0	1.0	0
Sms.ref_sa	scaffold_160	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	366	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_161	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	590	145	7	0	1	145	145.0	145	145	145	11468	11468.0	11468	11468	11468	152	152	145	0.9539473684210527	0.9539473684210527	0
Sms.ref_sa	scaffold_162	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	742	369	36	0	1	369	369.0	369	369	369	42960	42960.0	42960	42960	42960	405	405	369	0.9111111111111111	0.9111111111111111	42960
Sms.ref_sa	scaffold_163	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	568	342	30	0	2	171.0	171.0	139	203	342	6994.0	6994.0	5239	8749	13988	372	372	342	0.9193548387096774	0.9193548387096774	0
Sms.ref_sa	scaffold_164	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	222	57	0	0	1	57	57.0	57	57	57	10394	10394.0	10394	10394	10394	57	57	57	1.0	1.0	0
Sms.ref_sa	scaffold_165	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	811	363	15	0	1	363	363.0	363	363	363	18163	18163.0	18163	18163	18163	378	378	363	0.9603174603174603	0.9603174603174603	0
Sms.ref_sa	scaffold_167	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1459	457	27	0	1	457	457.0	457	457	457	61980	61980.0	61980	61980	61980	484	484	457	0.9442148760330579	0.9442148760330579	61980
Sms.ref_sa	scaffold_168	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	280	18	0	0	1	18	18.0	18	18	18	22570	22570.0	22570	22570	22570	18	18	18	1.0	1.0	0
Sms.ref_sa	scaffold_169	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	331	153	0	0	2	76.5	76.5	29	124	153	26322.0	26322.0	14135	38509	52644	153	153	153	1.0	1.0	38509
Sms.ref_sa	scaffold_170	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	908	362	18	0	2	181.0	181.0	53	309	362	24476.5	24476.5	18754	30199	48953	380	380	362	0.9526315789473684	0.9526315789473684	18754
Sms.ref_sa	scaffold_171	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	278	79	2	0	1	79	79.0	79	79	79	2138	2138.0	2138	2138	2138	81	81	79	0.9753086419753086	0.9753086419753086	0
Sms.ref_sa	scaffold_172	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	290	105	8	0	1	105	105.0	105	105	105	23802	23802.0	23802	23802	23802	113	113	105	0.9292035398230089	0.9292035398230089	0
Sms.ref_sa	scaffold_173	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	786	294	50	0	1	294	294.0	294	294	294	62125	62125.0	62125	62125	62125	344	344	294	0.8546511627906976	0.8546511627906976	62125
Sms.ref_sa	scaffold_174	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	352	214	0	0	1	214	214.0	214	214	214	50604	50604.0	50604	50604	50604	214	214	214	1.0	1.0	50604
Sms.ref_sa	scaffold_175	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	116	16	0	0	1	16	16.0	16	16	16	14815	14815.0	14815	14815	14815	16	16	16	1.0	1.0	0
Sms.ref_sa	scaffold_176	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	924	367	11	0	1	367	367.0	367	367	367	19555	19555.0	19555	19555	19555	378	378	367	0.9708994708994709	0.9708994708994709	0
Sms.ref_sa	scaffold_177	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	67	53	0	0	1	53	53.0	53	53	53	1974	1974.0	1974	1974	1974	53	53	53	1.0	1.0	0
Sms.ref_sa	scaffold_178	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	162	74	0	0	1	74	74.0	74	74	74	6640	6640.0	6640	6640	6640	74	74	74	1.0	1.0	0
Sms.ref_sa	scaffold_179	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	129	0	4	0	0	nan	nan	0	0	0	nan	nan	0	0	0	4	4	0	0.0	0.0	nan
Sms.ref_sa	scaffold_180	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	255	54	0	0	1	54	54.0	54	54	54	3465	3465.0	3465	3465	3465	54	54	54	1.0	1.0	0
Sms.ref_sa	scaffold_181	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	722	303	0	0	2	151.5	151.5	130	173	303	9006.0	9006.0	5721	12291	18012	303	303	303	1.0	1.0	0
Sms.ref_sa	scaffold_182	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	191	36	0	0	1	36	36.0	36	36	36	3721	3721.0	3721	3721	3721	36	36	36	1.0	1.0	0
Sms.ref_sa	scaffold_183	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	194	69	0	0	1	69	69.0	69	69	69	16020	16020.0	16020	16020	16020	69	69	69	1.0	1.0	0
Sms.ref_sa	scaffold_184	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1204	437	24	0	2	218.5	218.5	65	372	437	18484.5	18484.5	7286	29683	36969	461	461	437	0.9479392624728851	0.9479392624728851	7286
Sms.ref_sa	scaffold_185	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	582	0	43	0	0	nan	nan	0	0	0	nan	nan	0	0	0	43	43	0	0.0	0.0	nan
Sms.ref_sa	scaffold_186	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	384	54	0	0	1	54	54.0	54	54	54	3147	3147.0	3147	3147	3147	54	54	54	1.0	1.0	0
Sms.ref_sa	scaffold_187	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	952	467	20	0	2	233.5	233.5	146	321	467	12890.0	12890.0	11561	14219	25780	487	487	467	0.9589322381930184	0.9589322381930184	0
Sms.ref_sa	scaffold_188	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1688	370	0	0	1	370	370.0	370	370	370	47098	47098.0	47098	47098	47098	370	370	370	1.0	1.0	47098
Sms.ref_sa	scaffold_189	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	824	333	15	0	1	333	333.0	333	333	333	35441	35441.0	35441	35441	35441	348	348	333	0.9568965517241379	0.9568965517241379	35441
Sms.ref_sa	scaffold_190	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	832	293	2	0	1	293	293.0	293	293	293	46939	46939.0	46939	46939	46939	295	295	293	0.9932203389830508	0.9932203389830508	46939
Sms.ref_sa	scaffold_191	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	861	384	5	0	2	192.0	192.0	75	309	384	19341.0	19341.0	5022	33660	38682	389	389	384	0.987146529562982	0.987146529562982	5022
Sms.ref_sa	scaffold_193	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	8	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_194	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1316	395	5	0	1	395	395.0	395	395	395	9910	9910.0	9910	9910	9910	400	400	395	0.9875	0.9875	0
Sms.ref_sa	scaffold_195	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1119	412	104	0	2	206.0	206.0	49	363	412	17173.0	17173.0	5245	29101	34346	516	516	412	0.7984496124031008	0.7984496124031008	0
Sms.ref_sa	scaffold_196	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	657	308	38	0	1	308	308.0	308	308	308	15972	15972.0	15972	15972	15972	346	346	308	0.8901734104046243	0.8901734104046243	0
Sms.ref_sa	scaffold_197	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	707	248	0	0	1	248	248.0	248	248	248	12812	12812.0	12812	12812	12812	248	248	248	1.0	1.0	0
Sms.ref_sa	scaffold_198	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	267	117	33	0	2	58.5	58.5	17	100	117	12858.5	12858.5	10320	15397	25717	150	150	117	0.78	0.78	0
Sms.ref_sa	scaffold_199	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	81	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_200	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	370	214	4	0	1	214	214.0	214	214	214	44163	44163.0	44163	44163	44163	218	218	214	0.981651376146789	0.981651376146789	44163
Sms.ref_sa	scaffold_201	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	564	153	0	0	1	153	153.0	153	153	153	52762	52762.0	52762	52762	52762	153	153	153	1.0	1.0	52762
Sms.ref_sa	scaffold_202	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	326	159	2	0	1	159	159.0	159	159	159	60239	60239.0	60239	60239	60239	161	161	159	0.9875776397515528	0.9875776397515528	60239
Sms.ref_sa	scaffold_203	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	481	181	8	0	2	90.5	90.5	86	95	181	3259.5	3259.5	2183	4336	6519	189	189	181	0.9576719576719577	0.9576719576719577	0
Sms.ref_sa	scaffold_204	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	646	203	1	0	1	203	203.0	203	203	203	16927	16927.0	16927	16927	16927	204	204	203	0.9950980392156863	0.9950980392156863	0
Sms.ref_sa	scaffold_205	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	5	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_207	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	25	9	0	0	1	9	9.0	9	9	9	1112	1112.0	1112	1112	1112	9	9	9	1.0	1.0	0
Sms.ref_sa	scaffold_208	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	411	214	10	0	1	214	214.0	214	214	214	14775	14775.0	14775	14775	14775	224	224	214	0.9553571428571429	0.9553571428571429	0
Sms.ref_sa	scaffold_210	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	31	20	0	0	1	20	20.0	20	20	20	880	880.0	880	880	880	20	20	20	1.0	1.0	0
Sms.ref_sa	scaffold_211	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1281	432	14	0	1	432	432.0	432	432	432	64838	64838.0	64838	64838	64838	446	446	432	0.968609865470852	0.968609865470852	64838
Sms.ref_sa	scaffold_212	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	66	12	0	0	1	12	12.0	12	12	12	10956	10956.0	10956	10956	10956	12	12	12	1.0	1.0	0
Sms.ref_sa	scaffold_213	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1065	431	12	0	1	431	431.0	431	431	431	60048	60048.0	60048	60048	60048	443	443	431	0.9729119638826185	0.9729119638826185	60048
Sms.ref_sa	scaffold_214	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	682	58	1	0	1	58	58.0	58	58	58	27718	27718.0	27718	27718	27718	59	59	58	0.9830508474576272	0.9830508474576272	0
Sms.ref_sa	scaffold_215	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	305	123	2	0	1	123	123.0	123	123	123	15804	15804.0	15804	15804	15804	125	125	123	0.984	0.984	0
Sms.ref_sa	scaffold_216	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1093	353	32	0	2	176.5	176.5	8	345	353	23938.0	23938.0	1611	46265	47876	385	385	353	0.9168831168831169	0.9168831168831169	46265
Sms.ref_sa	scaffold_218	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	663	282	9	0	1	282	282.0	282	282	282	26110	26110.0	26110	26110	26110	291	291	282	0.9690721649484536	0.9690721649484536	0
Sms.ref_sa	scaffold_219	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	234	37	0	0	2	18.5	18.5	14	23	37	7240.0	7240.0	615	13865	14480	37	37	37	1.0	1.0	0
Sms.ref_sa	scaffold_220	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	40	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_221	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1085	412	3	0	2	206.0	206.0	56	356	412	16945.0	16945.0	16140	17750	33890	415	415	412	0.9927710843373494	0.9927710843373494	16140
Sms.ref_sa	scaffold_223	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	141	20	1	0	1	20	20.0	20	20	20	7327	7327.0	7327	7327	7327	21	21	20	0.9523809523809523	0.9523809523809523	0
Sms.ref_sa	scaffold_224	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	91	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_225	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	181	23	0	0	1	23	23.0	23	23	23	15570	15570.0	15570	15570	15570	23	23	23	1.0	1.0	0
Sms.ref_sa	scaffold_226	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	214	36	6	0	1	36	36.0	36	36	36	14019	14019.0	14019	14019	14019	42	42	36	0.8571428571428571	0.8571428571428571	0
Sms.ref_sa	scaffold_227	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1284	659	10	0	2	329.5	329.5	83	576	659	10600.0	10600.0	3889	17311	21200	669	669	659	0.9850523168908819	0.9850523168908819	0
Sms.ref_sa	scaffold_228	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	367	37	0	0	1	37	37.0	37	37	37	21251	21251.0	21251	21251	21251	37	37	37	1.0	1.0	0
Sms.ref_sa	scaffold_229	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	315	97	3	0	1	97	97.0	97	97	97	8910	8910.0	8910	8910	8910	100	100	97	0.97	0.97	0
Sms.ref_sa	scaffold_230	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	446	127	25	0	1	127	127.0	127	127	127	28573	28573.0	28573	28573	28573	152	152	127	0.8355263157894737	0.8355263157894737	0
Sms.ref_sa	scaffold_231	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	66	32	2	0	1	32	32.0	32	32	32	12160	12160.0	12160	12160	12160	34	34	32	0.9411764705882353	0.9411764705882353	0
Sms.ref_sa	scaffold_232	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	546	157	0	0	1	157	157.0	157	157	157	47450	47450.0	47450	47450	47450	157	157	157	1.0	1.0	47450
Sms.ref_sa	scaffold_233	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	65	20	0	0	1	20	20.0	20	20	20	11237	11237.0	11237	11237	11237	20	20	20	1.0	1.0	0
Sms.ref_sa	scaffold_234	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	176	108	1	0	1	108	108.0	108	108	108	17325	17325.0	17325	17325	17325	109	109	108	0.9908256880733946	0.9908256880733946	0
Sms.ref_sa	scaffold_235	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	101	64	0	0	1	64	64.0	64	64	64	12539	12539.0	12539	12539	12539	64	64	64	1.0	1.0	0
Sms.ref_sa	scaffold_236	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	97	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_237	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	236	122	33	0	2	61.0	61.0	8	114	122	2026.0	2026.0	1550	2502	4052	155	155	122	0.7870967741935484	0.7870967741935484	0
Sms.ref_sa	scaffold_238	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	930	111	25	0	1	111	111.0	111	111	111	23650	23650.0	23650	23650	23650	136	136	111	0.8161764705882353	0.8161764705882353	0
Sms.ref_sa	scaffold_239	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	434	63	24	0	1	63	63.0	63	63	63	3419	3419.0	3419	3419	3419	87	87	63	0.7241379310344828	0.7241379310344828	0
Sms.ref_sa	scaffold_240	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	331	222	1	0	1	222	222.0	222	222	222	30169	30169.0	30169	30169	30169	223	223	222	0.9955156950672646	0.9955156950672646	0
Sms.ref_sa	scaffold_241	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	657	0	47	0	0	nan	nan	0	0	0	nan	nan	0	0	0	47	47	0	0.0	0.0	nan
Sms.ref_sa	scaffold_242	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	767	286	3	0	1	286	286.0	286	286	286	16989	16989.0	16989	16989	16989	289	289	286	0.9896193771626297	0.9896193771626297	0
Sms.ref_sa	scaffold_243	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	230	115	1	0	1	115	115.0	115	115	115	27225	27225.0	27225	27225	27225	116	116	115	0.9913793103448276	0.9913793103448276	0
Sms.ref_sa	scaffold_244	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	258	127	2	0	1	127	127.0	127	127	127	59192	59192.0	59192	59192	59192	129	129	127	0.9844961240310077	0.9844961240310077	59192
Sms.ref_sa	scaffold_245	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	395	215	0	0	1	215	215.0	215	215	215	35659	35659.0	35659	35659	35659	215	215	215	1.0	1.0	35659
Sms.ref_sa	scaffold_246	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	63	5	0	0	1	5	5.0	5	5	5	3076	3076.0	3076	3076	3076	5	5	5	1.0	1.0	0
Sms.ref_sa	scaffold_247	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	612	148	114	0	1	148	148.0	148	148	148	21778	21778.0	21778	21778	21778	262	262	148	0.5648854961832062	0.5648854961832062	0
Sms.ref_sa	scaffold_248	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	612	310	5	0	1	310	310.0	310	310	310	42762	42762.0	42762	42762	42762	315	315	310	0.9841269841269841	0.9841269841269841	42762
Sms.ref_sa	scaffold_249	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	200	157	0	0	1	157	157.0	157	157	157	3008	3008.0	3008	3008	3008	157	157	157	1.0	1.0	0
Sms.ref_sa	scaffold_250	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	269	93	4	0	1	93	93.0	93	93	93	31515	31515.0	31515	31515	31515	97	97	93	0.9587628865979382	0.9587628865979382	31515
Sms.ref_sa	scaffold_253	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	521	175	2	0	1	175	175.0	175	175	175	13542	13542.0	13542	13542	13542	177	177	175	0.9887005649717514	0.9887005649717514	0
Sms.ref_sa	scaffold_254	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	921	357	10	0	1	357	357.0	357	357	357	15731	15731.0	15731	15731	15731	367	367	357	0.9727520435967303	0.9727520435967303	0
Sms.ref_sa	scaffold_255	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	663	189	5	0	1	189	189.0	189	189	189	25866	25866.0	25866	25866	25866	194	194	189	0.9742268041237113	0.9742268041237113	0
Sms.ref_sa	scaffold_256	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	67	32	6	0	2	16.0	16.0	4	28	32	2284.5	2284.5	54	4515	4569	38	38	32	0.8421052631578947	0.8421052631578947	0
Sms.ref_sa	scaffold_257	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	209	24	0	0	1	24	24.0	24	24	24	4311	4311.0	4311	4311	4311	24	24	24	1.0	1.0	0
Sms.ref_sa	scaffold_258	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	576	173	9	0	1	173	173.0	173	173	173	38505	38505.0	38505	38505	38505	182	182	173	0.9505494505494505	0.9505494505494505	38505
Sms.ref_sa	scaffold_259	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	887	476	10	0	2	238.0	238.0	158	318	476	20243.0	20243.0	7874	32612	40486	486	486	476	0.9794238683127572	0.9794238683127572	32612
Sms.ref_sa	scaffold_260	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	395	182	9	0	1	182	182.0	182	182	182	12576	12576.0	12576	12576	12576	191	191	182	0.9528795811518325	0.9528795811518325	0
Sms.ref_sa	scaffold_262	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	208	90	1	0	2	45.0	45.0	2	88	90	8538.0	8538.0	5517	11559	17076	91	91	90	0.989010989010989	0.989010989010989	0
Sms.ref_sa	scaffold_263	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	350	87	6	0	1	87	87.0	87	87	87	6694	6694.0	6694	6694	6694	93	93	87	0.9354838709677419	0.9354838709677419	0
Sms.ref_sa	scaffold_264	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	136	70	0	0	1	70	70.0	70	70	70	8934	8934.0	8934	8934	8934	70	70	70	1.0	1.0	0
Sms.ref_sa	scaffold_266	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	96	16	0	0	2	8.0	8.0	3	13	16	5391.5	5391.5	1105	9678	10783	16	16	16	1.0	1.0	0
Sms.ref_sa	scaffold_267	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	178	149	0	0	2	74.5	74.5	64	85	149	7365.0	7365.0	1887	12843	14730	149	149	149	1.0	1.0	0
Sms.ref_sa	scaffold_268	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	383	118	28	0	1	118	118.0	118	118	118	13323	13323.0	13323	13323	13323	146	146	118	0.8082191780821918	0.8082191780821918	0
Sms.ref_sa	scaffold_269	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	129	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_270	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	150	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_271	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1256	309	74	0	1	309	309.0	309	309	309	36222	36222.0	36222	36222	36222	383	383	309	0.8067885117493473	0.8067885117493473	36222
Sms.ref_sa	scaffold_272	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	690	71	0	0	1	71	71.0	71	71	71	39768	39768.0	39768	39768	39768	71	71	71	1.0	1.0	39768
Sms.ref_sa	scaffold_273	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	207	24	0	0	2	12.0	12.0	4	20	24	4947.5	4947.5	3320	6575	9895	24	24	24	1.0	1.0	0
Sms.ref_sa	scaffold_274	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	226	106	0	0	1	106	106.0	106	106	106	6393	6393.0	6393	6393	6393	106	106	106	1.0	1.0	0
Sms.ref_sa	scaffold_276	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	514	375	0	0	1	375	375.0	375	375	375	26707	26707.0	26707	26707	26707	375	375	375	1.0	1.0	0
Sms.ref_sa	scaffold_277	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	655	130	15	0	2	65.0	65.0	8	122	130	13957.0	13957.0	5051	22863	27914	145	145	130	0.896551724137931	0.896551724137931	5051
Sms.ref_sa	scaffold_281	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	62	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_282	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	373	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_283	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	391	198	31	0	1	198	198.0	198	198	198	9501	9501.0	9501	9501	9501	229	229	198	0.8646288209606987	0.8646288209606987	0
Sms.ref_sa	scaffold_284	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	505	157	108	0	1	157	157.0	157	157	157	22086	22086.0	22086	22086	22086	265	265	157	0.5924528301886792	0.5924528301886792	0
Sms.ref_sa	scaffold_285	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	735	252	82	0	1	252	252.0	252	252	252	31535	31535.0	31535	31535	31535	334	334	252	0.7544910179640718	0.7544910179640718	31535
Sms.ref_sa	scaffold_287	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	195	119	1	0	1	119	119.0	119	119	119	8425	8425.0	8425	8425	8425	120	120	119	0.9916666666666667	0.9916666666666667	0
Sms.ref_sa	scaffold_288	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	195	80	2	0	1	80	80.0	80	80	80	1771	1771.0	1771	1771	1771	82	82	80	0.975609756097561	0.975609756097561	0
